SUBSCRIPTION_DATE,SUBSCRIPTION_COUNTY,SUBSCRIBER_DOMESTIC_FOREIGN,LONGITUDE,LATITUDE,NUMBER_OF_SUBSCRIBER
2021-04-21,ZEYTİNBURNU,Yerli,28.9037,40.990178,14
2021-06-12,TUZLA,Yerli,29.310212,40.812932,2
2021-03-04,SANCAKTEPE,Yerli,29.24496,41.01475,2
2018-04-14,SARIYER,Yerli,29.052015,41.106615,1
2021-06-06,ÇEKMEKÖY,Yerli,29.190271,41.014079,2
2021-01-23,BAĞCILAR,Yerli,28.86065,41.03274,2
2018-11-19,MALTEPE,Yerli,29.121198,40.924531,3
2019-09-19,EYÜP SULTAN,Yerli,28.948922,41.082908,1
2021-05-20,GAZİOSMANPAŞA,Yerli,28.917074,41.057631,4
2021-02-11,ŞİŞLİ,Yerli,28.99025,41.0482,1
2020-03-06,ATAŞEHİR,Yerli,29.147233,40.977902,1
2019-12-09,KADIKÖY,Yerli,29.10925,40.95838,1
2020-11-19,SULTANGAZİ,Yerli,28.87015,41.08674,1
2020-12-13,SULTANGAZİ,Yerli,28.8767,41.09774,1
2021-06-17,KADIKÖY,Yabancı,29.023992,40.99213,1
2019-09-17,AVCILAR,Yerli,28.725479,40.985393,9
2020-12-07,FATİH,Yerli,28.97778,41.00683,7
2021-04-14,FATİH,Yerli,28.965208,41.009485,4
2021-04-06,KARTAL,Yerli,29.19564,40.8865,2
2018-08-28,BAKIRKÖY,Yerli,28.884828,40.999602,2
2021-05-21,BEŞİKTAŞ,Yerli,29.015456,41.049054,2
2020-12-30,EYÜPSULTAN,Yerli,28.9328,41.04644,2
2021-07-17,ÜSKÜDAR,Yabancı,29.0679,41.027407,1
2021-02-19,ÜSKÜDAR,Yerli,29.01488,41.02727,6
2019-01-12,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,1
2020-11-12,ZEYTİNBURNU,Yerli,28.91099,41.016,2
2019-09-01,AVCILAR,Yerli,28.725479,40.985393,1
2021-01-24,FATİH,Yerli,28.95532,41.01345,2
2021-01-13,BEŞİKTAŞ,Yerli,29.00767,41.05983,2
2021-04-06,FATİH,Yerli,28.97292,41.0182,2
2020-01-23,AVCILAR,Yerli,28.725479,40.985393,1
2018-04-22,KARTAL,Yerli,29.187151,40.888024,4
2020-12-20,PENDİK,Yerli,29.3052,40.94064,1
2021-04-21,ZEYTİNBURNU,Yerli,28.911086,41.016526,2
2021-02-22,BEYOĞLU,Yabancı,28.969,41.02396,2
2021-06-10,KAĞITHANE,Yerli,28.970873,41.07938,2
2019-10-11,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,1
2021-02-27,ŞİŞLİ,Yerli,29.01554,41.07254,1
2021-07-01,ÜMRANİYE,Yerli,29.121328,41.020929,3
2021-02-25,FATİH,Yerli,28.95355,41.01606,1
2021-05-26,ÜSKÜDAR,Yerli,29.074823,41.012278,1
2021-05-16,FATİH,Yerli,28.970257,41.017572,2
2020-12-23,KARTAL,Yerli,29.18757,40.91182,1
2020-11-03,SULTANGAZİ,Yerli,28.86587,41.10849,1
2020-12-08,AVCILAR,Yerli,28.70553,40.99503,1
2020-10-29,KÜÇÜKÇEKMECE,Yerli,28.79054,41.03172,4
2018-09-29,BAKIRKÖY,Yerli,28.884828,40.999602,1
2021-06-13,ÇATALCA,Yerli,28.415153,41.138722,1
2021-06-09,SİLİVRİ,Yerli,28.189448,41.228679,2
2020-11-29,FATİH,Yerli,28.98077,41.01418,1
2021-01-04,ARNAVUTKÖY,Yerli,28.76062,41.17119,1
2020-12-07,FATİH,Yerli,28.97466,41.01094,1
2021-07-05,ÜSKÜDAR,Yerli,29.027314,41.032534,2
2020-11-04,EYÜPSULTAN,Yerli,28.88337,41.16228,1
2020-12-04,KÜÇÜKÇEKMECE,Yabancı,28.78062,40.98844,1
2021-07-01,SULTANGAZİ,Yerli,28.872379,41.083731,1
2021-06-24,BAHÇELİEVLER,Yabancı,28.835378,40.992755,3
2021-06-17,BAKIRKÖY,Yerli,28.884828,40.999602,1
2021-06-28,ŞİLE,Yerli,29.850241,41.137578,1
2021-01-21,ESENLER,Yerli,28.89472,41.0406,2
2021-05-17,KÜÇÜKÇEKMECE,Yerli,28.796248,41.044773,12
2019-12-23,ŞİŞLİ,Yerli,29.011473,41.080041,1
2021-06-04,MALTEPE,Yerli,29.256022,40.868536,21
2021-05-09,BEYOĞLU,Yerli,28.9668,41.029852,2
2021-07-11,FATİH,Yerli,28.976958,41.005342,3
2021-05-04,ARNAVUTKÖY,Yerli,28.742378,41.182499,2
2021-01-08,FATİH,Yerli,28.97778,41.00683,16
2020-11-07,ÜSKÜDAR,Yerli,29.01488,41.02727,3
2021-05-08,FATİH,Yerli,28.940269,41.011806,2
2020-11-27,ÜMRANİYE,Yerli,29.11824,41.04073,3
2018-08-27,İSTANBUL,Yabancı,28.58272,41.01418,1
2021-04-22,FATİH,Yerli,28.973529,41.017514,2
2021-03-31,ÜSKÜDAR,Yerli,29.02439,41.01325,2
2021-07-11,BAKIRKÖY,Yerli,28.858946,40.975509,32
2021-06-22,BEYOĞLU,Yabancı,28.976729,41.021744,3
2018-09-13,KARTAL,Yerli,29.189967,40.892454,3
2021-07-03,KADIKÖY,Yabancı,29.023992,40.99213,4
2021-04-21,ZEYTİNBURNU,Yerli,28.929229,41.025586,4
2021-02-21,FATİH,Yabancı,28.97836,41.0085,1
2021-02-23,ÜSKÜDAR,Yabancı,29.00846,41.02493,1
2021-05-31,EYÜPSULTAN,Yerli,28.932804,41.046441,2
2021-01-06,ÜMRANİYE,Yerli,29.11824,41.04073,2
2021-06-26,KAĞITHANE,Yerli,28.959739,41.053278,2
2021-05-27,TUZLA,Yerli,29.310212,40.812932,1
2021-02-10,KÜÇÜKÇEKMECE,Yerli,28.79624,41.04477,3
2018-10-10,EYÜP SULTAN,Yerli,28.921595,41.080995,1
2018-10-12,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
2021-03-05,FATİH,Yerli,28.97821,41.01181,1
2021-06-24,EYÜPSULTAN,Yerli,28.937944,41.045545,1
2020-11-25,FATİH,Yabancı,28.97778,41.00683,18
2019-01-03,KARTAL,Yerli,29.187151,40.888024,1
2020-11-16,BAHÇELİEVLER,Yerli,28.84548,40.99203,3
2021-04-29,ZEYTİNBURNU,Yerli,28.909518,41.010555,2
2020-11-17,GAZİOSMANPAŞA,Yerli,28.89354,41.07914,1
2021-02-04,ZEYTİNBURNU,Yabancı,28.9037,40.99017,1
2021-03-04,ZEYTİNBURNU,Yerli,28.8914,41.0016,1
2021-02-07,ÜSKÜDAR,Yabancı,29.01488,41.02727,4
2021-05-22,SULTANGAZİ,Yerli,28.86757,41.087449,4
2021-05-25,BEYOĞLU,Yerli,28.9668,41.029852,1
2021-05-19,MALTEPE,Yerli,29.105641,40.94411,20
2018-08-02,SULTANGAZİ,Yerli,28.88001,41.10769,2
2021-02-06,ESENLER,Yerli,28.86757,41.05403,1
2018-09-24,MALTEPE,Yerli,29.121198,40.924531,14
2020-08-21,GAZİOSMANPAŞA,Yerli,28.912558,41.06034,1
2021-05-28,GAZİOSMANPAŞA,Yerli,28.919846,41.058001,5
2019-08-08,KÜÇÜKÇEKMECE,Yerli,28.794331,41.009652,1
2020-12-18,SULTANBEYLİ,Yerli,29.26665,40.96714,1
2021-03-08,MALTEPE,Yerli,29.121198,40.924531,1
2021-06-11,ŞİŞLİ,Yerli,28.59289,41.035982,3
2018-07-02,SANCAKTEPE,Yerli,29.245335,41.015681,1
2021-07-06,ŞİLE,Yerli,29.769514,41.1508,3
2019-07-23,KÜÇÜKÇEKMECE,Yerli,28.794421,41.009518,1
2021-07-08,BEŞİKTAŞ,Yerli,29.007688,41.04247,12
2019-11-12,KAĞITHANE,Yerli,28.922037,41.004253,1
2020-11-05,FATİH,Yerli,28.97119,41.00894,3
2019-01-08,ESENLER,Yerli,28.873136,41.053895,2
2018-11-24,KARTAL,Yerli,29.189967,40.892454,6
2020-11-21,KARTAL,Yerli,29.19419,40.91274,1
2020-11-12,TUZLA,Yabancı,29.30279,40.84987,1
2021-02-18,KÜÇÜKÇEKMECE,Yerli,28.79775,40.99903,1
2021-07-11,FATİH,Yerli,28.963904,41.020371,1
2021-01-19,ŞİLE,Yerli,29.47136,41.18722,9
2018-12-21,EYÜP SULTAN,Yerli,28.948922,41.082908,2
2021-06-17,FATİH,Yerli,28.937235,41.038498,1
2021-01-22,ÜMRANİYE,Yerli,29.12132,41.02092,1
2020-12-23,FATİH,Yerli,28.95976,41.00956,2
2021-05-29,GÜNGÖREN,Yerli,28.878635,41.021308,1
2018-05-05,ESENLER,Yerli,28.873136,41.053895,8
2021-06-26,KÜÇÜKÇEKMECE,Yerli,28.782957,41.021926,2
2019-08-01,ŞİŞLİ,Yerli,29.011473,41.080041,1
2019-06-06,ŞİŞLİ,Yerli,28.986104,41.066846,1
2017-10-10,ÜMRANİYE,Yerli,29.105734,41.017041,4
2020-11-17,KADIKÖY,Yerli,29.02325,40.9927,10
2018-05-15,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
2020-11-13,KARTAL,Yerli,29.18805,40.91291,1
2021-06-01,FATİH,Yerli,28.954114,41.015525,3
2020-10-29,BEYOĞLU,Yerli,28.97478,41.02224,2
2021-01-21,ESENLER,Yerli,28.88197,41.03834,6
2021-05-29,PENDİK,Yerli,29.311377,40.938979,2
2019-02-12,BAKIRKÖY,Yerli,28.863824,40.986566,4
2020-12-16,KÜÇÜKÇEKMECE,Yerli,28.79041,40.98825,2
2021-07-19,FATİH,Yerli,28.938473,41.012684,6
2021-05-17,BEŞİKTAŞ,Yabancı,29.007688,41.04247,4
2021-06-26,AVCILAR,Yerli,28.705535,40.995034,2
2021-07-10,EYÜPSULTAN,Yerli,28.943774,41.039619,3
2021-07-11,FATİH,Yerli,28.973976,41.017609,3
2021-03-29,FATİH,Yerli,28.94929,41.01124,14
2021-05-25,KÜÇÜKÇEKMECE,Yerli,28.765303,40.9999,2
2021-07-07,BAKIRKÖY,Yabancı,28.873867,40.980883,1
2021-06-04,ŞİLE,Yerli,29.455337,41.072875,1
2021-07-13,ÜSKÜDAR,Yerli,29.011697,41.01211,5
2021-07-16,BEYOĞLU,Yabancı,28.989436,41.031482,1
2021-03-05,FATİH,Yerli,28.93298,41.01565,1
2021-06-09,KARTAL,Yerli,29.195645,40.886508,1
2020-12-20,GÜNGÖREN,Yerli,28.86374,41.02371,2
2021-03-03,ADALAR,Yabancı,29.12765,40.87441,2
2021-04-29,ZEYTİNBURNU,Yerli,28.891461,41.000342,2
2020-12-12,BEYOĞLU,Yabancı,28.969,41.02396,2
2018-01-03,EYÜP SULTAN,Yerli,28.933511,41.047359,9
2020-11-03,ÜMRANİYE,Yerli,29.10493,41.02522,2
2021-02-21,GAZİOSMANPAŞA,Yerli,28.89745,41.06885,2
2020-11-29,FATİH,Yerli,28.95355,41.01606,3
2021-07-12,BEYLİKDÜZÜ,Yerli,28.668433,41.005364,10
2021-05-27,BAHÇELİEVLER,Yerli,28.845483,40.99203,10
2021-04-06,SARIYER,Yerli,29.03085,41.13895,2
2021-03-30,BEYLİKDÜZÜ,Yerli,28.65048,41.01171,4
2020-10-28,KARTAL,Yerli,29.189346,40.88982,3
2018-01-16,BAKIRKÖY,Yerli,28.820556,40.978551,4
2021-07-03,FATİH,Yerli,28.973529,41.017514,2
2020-11-01,KADIKÖY,Yerli,29.02325,40.9927,11
2021-03-04,BEYKOZ,Yerli,29.09185,41.1341,2
2020-12-11,FATİH,Yabancı,28.97778,41.00683,28
2021-06-05,FATİH,Yabancı,28.966779,41.009197,7
2021-07-10,ZEYTİNBURNU,Yerli,28.902215,41.003535,4
2021-01-04,FATİH,Yabancı,28.97397,41.0176,1
2021-06-21,FATİH,Yabancı,28.974665,41.010948,1
2021-07-02,SANCAKTEPE,Yerli,29.196707,41.00534,29
2020-12-12,BAYRAMPAŞA,Yerli,28.88683,41.04874,1
2021-01-05,ESENLER,Yerli,28.87825,41.06102,8
2021-04-24,ÜSKÜDAR,Yerli,29.021273,41.009421,2
2018-04-26,BAKIRKÖY,Yabancı,28.884828,40.999602,1
2021-07-19,FATİH,Yerli,28.954862,41.014324,1
2021-02-22,GÜNGÖREN,Yerli,28.87863,41.0213,1
2020-11-30,AVCILAR,Yerli,28.71412,40.99104,2
2021-04-22,BAKIRKÖY,Yerli,28.884828,40.999602,6
2021-04-14,BAKIRKÖY,Yerli,28.848893,40.985851,2
2019-11-19,KARTAL,Yerli,29.189967,40.892454,6
2020-11-01,KADIKÖY,Yerli,29.03331,40.99125,1
2021-02-09,FATİH,Yerli,28.951582,41.005137,1
2021-06-01,FATİH,Yerli,28.946583,41.0101,1
2021-06-23,ÜMRANİYE,Yerli,29.105516,41.017006,1
2018-04-21,MALTEPE,Yabancı,29.121198,40.924531,2
2018-02-01,BAKIRKÖY,Yerli,28.820556,40.978551,3
2021-07-07,GAZİOSMANPAŞA,Yerli,28.913608,41.058146,4
2018-09-16,EYÜP SULTAN,Yerli,28.926066,41.083861,2
2021-07-02,ZEYTİNBURNU,Yerli,28.90742,41.004159,1
2021-06-24,ZEYTİNBURNU,Yerli,28.891461,41.000342,2
2021-04-06,FATİH,Yerli,28.93229,41.0481,4
2021-04-10,BAKIRKÖY,Yabancı,28.80068,40.96313,2
2021-04-18,GAZİOSMANPAŞA,Yerli,28.902185,41.061599,2
2017-12-18,EYÜP SULTAN,Yerli,28.933511,41.047359,2
2021-05-08,KADIKÖY,Yabancı,29.023992,40.99213,2
2019-09-21,BEŞİKTAŞ,Yerli,29.00736,41.041218,2
2018-07-19,KARTAL,Yerli,29.189967,40.892454,4
2021-06-29,FATİH,Yabancı,28.975497,41.0081,3
2018-07-19,BAKIRKÖY,Yerli,28.85035,40.98367,1
2020-10-29,AVCILAR,Yerli,28.74381,40.97643,5
2021-02-03,ESENYURT,Yerli,28.63119,41.03404,1
2021-02-21,KADIKÖY,Yerli,29.02399,40.99213,5
2020-10-28,FATİH,Yerli,28.971066,41.016151,2
2021-05-24,FATİH,Yerli,28.978365,41.008506,1
2019-12-07,ŞİŞLİ,Yerli,29.011473,41.080041,1
2019-03-19,MALTEPE,Yerli,29.121198,40.924531,16
2021-05-15,BAĞCILAR,Yerli,28.856627,41.034462,6
2018-11-17,AVCILAR,Yerli,28.705535,40.995034,2
2021-06-28,SULTANBEYLİ,Yerli,29.266654,40.96714,10
2018-09-26,ESENLER,Yerli,28.873136,41.053895,2
2021-04-27,BAYRAMPAŞA,Yerli,28.886832,41.048746,4
2021-05-13,BEYOĞLU,Yabancı,28.980616,41.026892,2
2020-10-31,EYÜPSULTAN,Yabancı,28.93257,41.05373,1
2021-03-08,BAHÇELİEVLER,Yerli,28.84288,40.99409,1
2021-04-02,FATİH,Yabancı,28.97025,41.01757,28
2020-11-26,BEŞİKTAŞ,Yerli,29.02574,41.04744,3
2021-06-30,ESENLER,Yerli,28.882518,41.035633,3
2021-07-07,ATAŞEHİR,Yerli,29.103195,40.979795,1
2021-04-29,SANCAKTEPE,Yerli,29.254914,41.013775,4
2021-01-14,SULTANGAZİ,Yerli,28.87015,41.08674,2
2021-02-08,BAĞCILAR,Yerli,28.86065,41.03274,1
2021-02-04,MALTEPE,Yerli,29.15512,40.93462,1
2021-06-18,KÜÇÜKÇEKMECE,Yerli,28.767776,41.001919,16
2021-05-27,BAHÇELİEVLER,Yerli,28.81876,41.012851,2
2021-04-28,ÜMRANİYE,Yerli,29.091653,41.025299,2
2021-03-06,KÜÇÜKÇEKMECE,Yerli,28.76777,41.00191,9
2021-01-25,BEYOĞLU,Yerli,28.99012,41.03661,1
2021-04-01,SULTANBEYLİ,Yerli,29.26694,40.96912,4
2018-10-23,KARTAL,Yerli,29.187151,40.888024,4
2018-08-20,BAKIRKÖY,Yerli,28.820556,40.978551,4
2021-05-03,TUZLA,Yerli,29.30279,40.849875,2
2020-12-20,ESENLER,Yerli,28.89344,41.03932,2
2021-04-15,BEYOĞLU,Yerli,28.989542,41.039082,4
2021-06-19,ADALAR,Yerli,29.12765,40.874414,1
2021-01-24,FATİH,Yerli,28.951582,41.005137,1
2021-01-20,GAZİOSMANPAŞA,Yerli,28.91984,41.058,1
2021-06-19,ÜSKÜDAR,Yerli,29.042553,41.036865,1
2021-01-13,AVCILAR,Yabancı,28.72181,40.98007,1
2021-01-29,ESENLER,Yerli,28.89344,41.03932,1
2020-11-04,ZEYTİNBURNU,Yerli,28.89081,41.00299,1
2021-01-04,FATİH,Yabancı,28.97025,41.01757,16
2021-04-07,KÜÇÜKÇEKMECE,Yerli,28.79272,40.99766,4
2021-05-19,MALTEPE,Yerli,29.117383,40.926061,2
2019-09-26,ŞİŞLİ,Yerli,29.011473,41.080041,1
2020-10-27,EYÜPSULTAN,Yerli,28.936885,41.032583,1
2021-01-07,EYÜPSULTAN,Yerli,28.94468,41.07097,2
2021-06-17,SARIYER,Yerli,29.050237,41.163626,1
2021-06-08,BAĞCILAR,Yerli,28.860657,41.03274,2
2021-05-22,ÜSKÜDAR,Yabancı,29.063421,41.021925,2
2021-01-23,EYÜPSULTAN,Yerli,28.93093,41.02949,1
2021-01-01,KAĞITHANE,Yerli,28.97087,41.07938,2
2020-11-25,FATİH,Yabancı,28.95976,41.00956,1
2018-09-09,FATİH,Yabancı,28.972482,41.007712,1
2021-05-29,BEŞİKTAŞ,Yerli,29.007688,41.04247,1
2020-10-27,SANCAKTEPE,Yerli,29.233057,40.978484,1
2021-01-16,BAKIRKÖY,Yerli,28.8535,40.98849,1
2021-02-01,FATİH,Yerli,28.94929,41.01124,5
2018-07-09,ÜMRANİYE,Yerli,29.105734,41.017041,1
2016-10-02,KAĞITHANE,Yerli,28.573054,41.035648,1
2021-07-14,SULTANBEYLİ,Yerli,29.261993,40.96927,2
2021-07-07,FATİH,Yabancı,28.954862,41.014324,1
2021-06-06,BEYOĞLU,Yabancı,28.976729,41.021744,4
2017-12-15,BAKIRKÖY,Yerli,28.884828,40.999602,1
2021-07-04,BEYOĞLU,Yerli,28.592987,41.022014,1
2019-08-15,SARIYER,Yerli,29.052015,41.106615,4
2018-08-07,EYÜP SULTAN,Yerli,28.933511,41.047359,20
2020-11-25,FATİH,Yabancı,28.97292,41.0182,1
2019-11-28,AVCILAR,Yerli,28.705535,40.995034,1
2021-07-13,ÜSKÜDAR,Yerli,29.014881,41.027275,14
2018-06-04,EYÜP SULTAN,Yerli,28.921595,41.080995,2
2021-03-05,BAKIRKÖY,Yerli,28.88482,40.9996,1
2021-04-06,SARIYER,Yerli,29.04027,41.14778,2
2021-07-16,BEŞİKTAŞ,Yerli,29.00736,41.041218,3
2019-02-04,KARTAL,Yerli,29.187151,40.888024,2
2021-04-14,FATİH,Yerli,28.943146,41.010955,2
2019-03-18,ŞİŞLİ,Yerli,28.989035,41.057795,7
2021-04-29,EYÜPSULTAN,Yerli,28.944987,41.087819,22
2021-07-15,KADIKÖY,Yerli,29.023992,40.99213,29
2020-12-07,FATİH,Yerli,28.97025,41.01757,8
2020-10-27,EYÜPSULTAN,Yerli,28.88337,41.162284,1
2021-07-15,KADIKÖY,Yerli,29.05786,40.969954,2
2020-11-14,BEYOĞLU,Yerli,28.98566,41.03705,7
2019-04-19,ŞİŞLİ,Yerli,29.011473,41.080041,2
2020-09-02,FATİH,Yerli,28.951582,41.005137,1
2020-11-02,BEYOĞLU,Yabancı,28.97478,41.02224,1
2021-02-01,FATİH,Yerli,28.97549,41.0081,2
2021-05-21,ESENLER,Yerli,28.886224,41.038367,2
2021-02-04,MALTEPE,Yerli,29.13116,40.92493,2
2021-06-26,KÜÇÜKÇEKMECE,Yerli,28.77561,41.029331,2
2020-12-15,FATİH,Yerli,28.97106,41.01615,3
2021-06-22,PENDİK,Yerli,29.23499,40.875823,10
2021-01-29,BEŞİKTAŞ,Yerli,29.04464,41.06751,1
2018-11-23,BAĞCILAR,Yerli,28.870054,41.033384,5
2021-07-10,ZEYTİNBURNU,Yerli,28.890811,41.002993,2
2020-11-24,MALTEPE,Yerli,29.14526,40.92961,1
2021-06-16,ZEYTİNBURNU,Yerli,28.888716,41.000016,4
2021-04-13,SANCAKTEPE,Yerli,29.1967,41.00534,2
2020-11-21,FATİH,Yerli,28.97549,41.0081,1
2020-12-08,KAĞITHANE,Yerli,28.573054,41.035648,1
2021-05-20,FATİH,Yabancı,28.97256,41.010197,4
2021-05-26,ŞİŞLİ,Yerli,28.987136,41.056428,1
2019-05-14,EYÜP SULTAN,Yerli,28.948922,41.082908,1
2020-11-05,KARTAL,Yerli,29.16145,40.90583,2
2020-02-24,KAĞITHANE,Yerli,28.922037,41.004253,2
2018-01-01,BEYOĞLU,Yerli,28.989684,41.031331,1
2021-06-01,SARIYER,Yerli,29.057516,41.167183,2
2021-07-08,BAYRAMPAŞA,Yerli,28.921474,41.023941,2
2020-11-29,KADIKÖY,Yabancı,29.02399,40.99213,4
2020-02-05,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
2021-04-30,GAZİOSMANPAŞA,Yabancı,28.913608,41.058146,2
2021-07-18,MALTEPE,Yabancı,29.256022,40.868536,1
2019-12-23,ŞİŞLİ,Yerli,28.981998,41.068341,1
2021-05-12,GAZİOSMANPAŞA,Yerli,28.913608,41.058146,6
2021-06-04,ŞİLE,Yerli,29.471361,41.187223,2
2021-07-16,ESENLER,Yerli,28.893607,41.040117,8
2020-12-25,ÜSKÜDAR,Yerli,29.04768,41.02234,1
2021-04-02,KARTAL,Yabancı,29.18934,40.88982,2
2019-10-05,İSTANBUL,Yerli,28.58272,41.01418,1
2021-07-11,KADIKÖY,Yabancı,29.037621,40.991664,1
2021-02-18,KAĞITHANE,Yerli,28.97888,41.0696,4
2021-07-19,GÜNGÖREN,Yerli,28.867085,41.013874,1
2021-01-04,BEYOĞLU,Yerli,28.94858,41.05796,1
2021-04-01,BAKIRKÖY,Yerli,28.80734,40.96082,2
2019-12-14,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
2021-07-01,ŞİLE,Yerli,29.769846,41.046526,1
2021-06-28,SARIYER,Yerli,29.054999,41.11476,2
2021-05-26,EYÜPSULTAN,Yerli,28.92817,41.033684,1
2019-08-24,BAŞAKŞEHİR,Yerli,29.011473,41.080041,3
2021-03-30,BAŞAKŞEHİR,Yerli,28.80074,41.07407,2
2021-07-14,FATİH,Yerli,28.932981,41.015653,1
2021-04-24,BAHÇELİEVLER,Yabancı,28.835378,40.992755,2
2021-05-28,KÜÇÜKÇEKMECE,Yerli,28.767776,41.001919,27
2021-04-14,KÜÇÜKÇEKMECE,Yabancı,28.767776,41.001919,2
2019-07-02,BEYOĞLU,Yerli,28.94027,41.04725,1
2021-07-16,ŞİŞLİ,Yerli,28.584545,41.063972,1
2021-02-20,FATİH,Yerli,28.951582,41.005137,1
2018-11-19,BAKIRKÖY,Yerli,28.884828,40.999602,3
2019-10-30,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
2021-06-24,SARIYER,Yabancı,29.03309,41.134178,1
2020-11-12,KADIKÖY,Yerli,29.0265,40.99413,1
2021-07-14,FATİH,Yerli,28.959765,41.009561,1
2020-11-27,SULTANBEYLİ,Yerli,29.27673,40.95409,1
2021-04-24,EYÜPSULTAN,Yerli,28.923421,41.03697,2
2020-12-14,FATİH,Yabancı,28.97466,41.01094,1
2020-12-28,ÜSKÜDAR,Yerli,29.01298,41.01952,1
2018-06-29,BEYOĞLU,Yerli,28.989684,41.031331,2
2019-01-20,ÜMRANİYE,Yerli,29.105734,41.017041,4
2021-06-09,PENDİK,Yerli,29.261779,40.886947,4
2021-01-04,BEŞİKTAŞ,Yabancı,29.00548,41.04009,2
2021-04-18,AVCILAR,Yerli,28.722295,40.983197,2
2021-04-26,AVCILAR,Yerli,28.74292,40.973972,2
2021-07-13,EYÜPSULTAN,Yerli,28.957179,41.0282,4
2021-05-21,ŞİŞLİ,Yerli,29.015549,41.072546,2
2019-05-15,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,1
2021-07-13,ZEYTİNBURNU,Yerli,28.906268,40.984978,1
2021-04-06,BEŞİKTAŞ,Yerli,29.00767,41.05983,2
2021-04-25,FATİH,Yerli,28.970257,41.017572,2
2021-06-03,SANCAKTEPE,Yerli,29.254914,41.013775,2
2020-11-20,FATİH,Yabancı,28.97292,41.0182,3
2019-04-20,SARIYER,Yerli,29.090822,41.243239,2
2020-12-07,BAYRAMPAŞA,Yerli,28.88413,41.06535,2
2020-12-06,FATİH,Yabancı,28.97389,41.01758,1
2019-07-01,SARIYER,Yerli,29.052015,41.106615,2
2021-01-04,BEYOĞLU,Yerli,28.97478,41.02224,4
2019-08-17,SANCAKTEPE,Yerli,29.237764,40.995229,1
2021-06-18,ÜMRANİYE,Yerli,29.096935,41.025962,2
2019-01-25,MALTEPE,Yerli,29.121198,40.924531,4
2020-02-27,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,1
2021-04-21,FATİH,Yabancı,28.98077,41.014188,2
2021-06-23,ŞİLE,Yerli,29.798666,41.075095,1
2021-05-28,GÜNGÖREN,Yabancı,28.86084,41.029178,1
2021-03-09,BEYOĞLU,Yerli,28.98954,41.03908,5
2021-06-04,FATİH,Yerli,28.98077,41.014188,1
2020-01-09,KARTAL,Yerli,29.18905,40.90657,1
2021-01-07,ATAŞEHİR,Yerli,29.10319,40.97979,1
2021-05-23,FATİH,Yabancı,28.959765,41.009561,8
2018-12-17,GAZİOSMANPAŞA,Yerli,28.912558,41.06034,1
2021-06-21,AVCILAR,Yerli,28.705535,40.995034,2
2018-09-24,BAKIRKÖY,Yerli,28.884828,40.999602,6
2018-11-03,KARTAL,Yerli,29.189967,40.892454,4
2019-08-21,EYÜP SULTAN,Yerli,28.921595,41.080995,2
2019-08-08,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
2021-02-04,SARIYER,Yerli,29.05561,41.14343,2
2019-09-02,SANCAKTEPE,Yerli,29.233057,40.978484,2
2017-11-30,ÜMRANİYE,Yerli,29.105734,41.017041,3
2021-05-16,BEŞİKTAŞ,Yerli,29.015456,41.049054,6
2021-03-31,ZEYTİNBURNU,Yerli,28.88871,41.00001,2
2020-11-16,FATİH,Yerli,28.95648,41.01626,1
2020-11-12,KARTAL,Yabancı,29.14665,40.90128,2
2021-03-09,KÜÇÜKÇEKMECE,Yerli,28.78359,41.03552,2
2019-10-07,ŞİŞLİ,Yerli,29.011473,41.080041,2
2021-06-23,BAHÇELİEVLER,Yerli,28.842888,40.994098,2
2021-05-01,SULTANGAZİ,Yerli,28.858182,41.111189,4
2020-12-18,KARTAL,Yerli,29.18678,40.91353,1
2021-05-04,KAĞITHANE,Yerli,28.970873,41.07938,2
2021-07-08,ÜMRANİYE,Yabancı,29.104731,41.024958,1
2018-09-08,KARTAL,Yerli,29.187151,40.888024,5
2018-11-09,ÜMRANİYE,Yerli,29.105734,41.017041,1
2021-05-18,ZEYTİNBURNU,Yerli,28.890222,41.001486,4
2021-01-06,BAHÇELİEVLER,Yerli,28.84548,40.99203,8
2021-04-01,FATİH,Yerli,28.9652,41.00948,2
2018-03-11,EYÜP SULTAN,Yerli,28.933511,41.047359,18
2020-11-16,SARIYER,Yerli,29.0536,41.10786,3
2021-02-22,ŞİŞLİ,Yerli,29.01554,41.07254,2
2021-04-01,SARIYER,Yerli,29.04942,41.12839,2
2021-01-19,FATİH,Yerli,28.97389,41.01758,1
2021-02-09,PENDİK,Yerli,29.23887,40.87522,1
2021-07-17,ZEYTİNBURNU,Yabancı,28.91099,41.016008,1
2021-02-03,EYÜPSULTAN,Yerli,28.92322,41.093,1
2021-03-29,GÜNGÖREN,Yerli,28.88852,41.01687,2
2021-03-08,KARTAL,Yerli,29.18715,40.88802,2
2021-02-09,ESENLER,Yerli,28.89472,41.0406,4
