SUBSCRIPTION_DATE,SUBSCRIPTION_COUNTY,SUBSCRIBER_DOMESTIC_FOREIGN,LONGITUDE,LATITUDE,NUMBER_OF_SUBSCRIBER
2018-10-24,ESENLER,Yerli,28.873136,41.053895,5
2018-05-17,ESENLER,Yerli,28.873136,41.053895,6
2021-06-13,FATİH,Yerli,28.960644,41.014821,5
2018-04-17,SANCAKTEPE,Yerli,29.245335,41.015681,2
2021-06-17,KADIKÖY,Yerli,29.0967,40.974644,1
2021-05-28,BAKIRKÖY,Yerli,28.807531,40.960245,1
2019-01-07,BAKIRKÖY,Yerli,28.820556,40.978551,4
2021-04-05,BAHÇELİEVLER,Yerli,28.81876,41.01285,2
2021-01-05,AVCILAR,Yerli,28.72229,40.98319,2
2021-04-28,ZEYTİNBURNU,Yerli,28.929229,41.025586,6
2021-04-28,ZEYTİNBURNU,Yerli,28.9037,40.990178,18
2021-03-29,KÜÇÜKÇEKMECE,Yerli,28.79687,41.04471,2
2021-06-08,BAKIRKÖY,Yerli,28.884828,40.999602,1
2021-04-24,BAHÇELİEVLER,Yerli,28.842888,40.994098,4
2019-09-10,MALTEPE,Yerli,29.121198,40.924531,19
2021-06-29,ÇEKMEKÖY,Yerli,29.229406,41.029472,1
2021-06-22,ÜSKÜDAR,Yabancı,29.011697,41.01211,1
2018-12-16,BAĞCILAR,Yerli,28.870054,41.033384,1
2018-09-12,BÜYÜKÇEKMECE,Yerli,28.46788,41.03992,1
2020-11-12,KARTAL,Yerli,29.19419,40.91274,1
2021-07-12,ÜSKÜDAR,Yerli,29.008469,41.024939,13
2020-12-07,AVCILAR,Yerli,28.71412,40.99104,1
2020-12-30,FATİH,Yerli,28.97821,41.01181,1
2021-01-16,BEŞİKTAŞ,Yabancı,29.00548,41.04009,1
2021-04-01,FATİH,Yabancı,28.97256,41.01019,8
2020-12-08,ŞİŞLİ,Yerli,28.98871,41.04638,1
2021-07-16,SULTANGAZİ,Yerli,28.905229,41.09394,2
2018-03-04,BAKIRKÖY,Yerli,28.884828,40.999602,3
2017-10-19,KARTAL,Yerli,29.187151,40.888024,2
2018-09-03,SANCAKTEPE,Yerli,29.237764,40.995229,2
2021-05-24,BEŞİKTAŞ,Yabancı,29.025741,41.047446,4
2019-11-26,KARTAL,Yerli,29.189967,40.892454,2
2020-11-15,BAHÇELİEVLER,Yerli,28.82524,40.99704,1
2020-12-31,BEYOĞLU,Yerli,28.9716,41.03963,1
2021-04-19,ŞİŞLİ,Yabancı,29.011473,41.080041,2
2020-11-05,BEYOĞLU,Yerli,28.98225,41.02837,4
2021-06-08,KARTAL,Yerli,29.187151,40.888024,3
2021-01-08,KÜÇÜKÇEKMECE,Yerli,28.78062,40.98844,2
2019-06-20,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,3
2018-10-17,MALTEPE,Yerli,29.121198,40.924531,4
2021-05-12,GÜNGÖREN,Yerli,28.897702,41.007885,2
2020-11-24,KADIKÖY,Yerli,29.05786,40.96995,1
2021-04-15,ÜSKÜDAR,Yerli,29.028444,41.015376,2
2021-04-11,ŞİŞLİ,Yabancı,28.99246,41.06409,2
2018-01-31,FATİH,Yerli,28.941171,41.017758,3
2017-12-09,EYÜP SULTAN,Yerli,28.933511,41.047359,22
2021-06-21,BEYOĞLU,Yabancı,28.97494,41.028665,1
2021-06-08,KADIKÖY,Yabancı,29.023992,40.99213,2
2021-01-12,ÇEKMEKÖY,Yerli,29.19027,41.01407,1
2021-07-05,TUZLA,Yerli,29.293924,40.857485,2
2019-05-06,KADIKÖY,Yerli,29.023297,40.593952,1
2017-12-06,BAKIRKÖY,Yerli,28.884828,40.999602,2
2021-02-19,ŞİLE,Yerli,29.85024,41.13757,1
2018-10-10,BAKIRKÖY,Yabancı,28.820556,40.978551,2
2021-02-13,BAYRAMPAŞA,Yerli,28.88683,41.04874,1
2021-03-05,BEYOĞLU,Yerli,28.99264,41.03432,2
2021-06-04,GAZİOSMANPAŞA,Yerli,28.913608,41.058146,2
2018-12-16,SANCAKTEPE,Yerli,29.245335,41.015681,1
2020-11-27,BEYKOZ,Yerli,29.09185,41.1341,3
2021-06-13,BEYOĞLU,Yabancı,28.992646,41.034326,8
2021-03-31,BAHÇELİEVLER,Yerli,28.81876,41.01285,6
2021-04-16,MALTEPE,Yerli,29.256022,40.868536,26
2021-07-03,BEŞİKTAŞ,Yabancı,29.007688,41.04247,8
2016-04-16,KAĞITHANE,Yerli,28.573054,41.035648,1
2020-11-28,BAKIRKÖY,Yerli,28.81257,40.96015,1
2019-07-14,BEYOĞLU,Yerli,28.94027,41.04725,1
2021-01-02,MALTEPE,Yerli,29.13116,40.92493,1
2021-06-23,ZEYTİNBURNU,Yerli,28.922089,41.003475,2
2021-05-13,ADALAR,Yabancı,29.12765,40.874414,2
2021-07-07,BEYOĞLU,Yabancı,28.989436,41.031482,1
2021-06-12,FATİH,Yabancı,28.972923,41.018207,1
2019-04-05,ESENLER,Yerli,28.888605,41.037593,2
2020-12-18,GAZİOSMANPAŞA,Yerli,28.91984,41.058,4
2021-06-07,EYÜPSULTAN,Yerli,28.92817,41.033684,4
2021-03-04,SARIYER,Yerli,28.98199,41.06834,1
2018-02-13,BEŞİKTAŞ,Yerli,29.011161,41.085842,2
2021-01-07,FATİH,Yerli,28.97549,41.0081,1
2021-01-04,PENDİK,Yerli,29.25202,40.89103,1
2020-12-07,BEYOĞLU,Yerli,28.58266,41.01226,1
2021-07-10,FATİH,Yerli,28.954862,41.014324,3
2019-05-05,İSTANBUL,Yerli,28.58272,41.01418,2
2021-04-21,FATİH,Yerli,28.965208,41.009485,8
2018-09-13,BEYOĞLU,Yerli,28.94027,41.04725,2
2019-06-22,EYÜP SULTAN,Yerli,28.926066,41.083861,1
2021-01-05,SULTANGAZİ,Yerli,28.86087,41.1057,2
2017-12-06,FATİH,Yerli,28.941171,41.017758,2
2019-07-28,EYÜP SULTAN,Yabancı,28.933511,41.047359,7
2021-04-22,BEYLİKDÜZÜ,Yerli,28.59777,40.992707,2
2021-04-13,FATİH,Yerli,28.973529,41.017514,2
2021-07-01,EYÜPSULTAN,Yerli,28.922776,41.092558,1
2020-11-13,KÜÇÜKÇEKMECE,Yerli,28.78359,41.03552,1
2019-06-30,MALTEPE,Yerli,29.121198,40.924531,86
2021-06-03,BAHÇELİEVLER,Yerli,28.863886,40.995459,1
2020-11-19,ZEYTİNBURNU,Yerli,28.91099,41.016,3
2020-11-01,ESENLER,Yerli,28.87825,41.06102,8
2019-08-19,BEŞİKTAŞ,Yerli,29.00736,41.041218,3
2018-04-13,BAKIRKÖY,Yerli,28.884828,40.999602,1
2020-12-15,BEYOĞLU,Yerli,28.969,41.02396,1
2021-01-26,SULTANBEYLİ,Yerli,29.26199,40.96927,2
2021-07-10,BAKIRKÖY,Yerli,28.807347,40.960824,18
2021-07-19,BEŞİKTAŞ,Yabancı,29.025741,41.047446,3
2016-08-18,PENDİK,Yerli,29.14384,40.52265,1
2021-05-27,FATİH,Yabancı,28.975497,41.0081,7
2017-11-25,BEYOĞLU,Yabancı,28.989684,41.031331,4
2018-05-08,BEYOĞLU,Yerli,28.94027,41.04725,1
2018-10-13,EYÜP SULTAN,Yabancı,28.933511,41.047359,4
2021-06-21,GÜNGÖREN,Yerli,28.88074,41.011789,2
2021-05-26,MALTEPE,Yerli,29.256022,40.868536,18
2021-04-07,ÜSKÜDAR,Yerli,29.01488,41.02727,18
2021-03-29,BEYLİKDÜZÜ,Yerli,28.62091,41.03665,2
2018-05-06,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
2021-01-05,BAŞAKŞEHİR,Yerli,28.72489,41.07222,1
2018-05-05,ÜMRANİYE,Yerli,29.105734,41.017041,4
2021-06-28,BAKIRKÖY,Yabancı,28.787062,40.972466,2
2018-01-18,EYÜP SULTAN,Yerli,28.921595,41.080995,1
2021-07-16,BAŞAKŞEHİR,Yerli,28.800754,41.104023,1
2020-12-17,SULTANBEYLİ,Yerli,29.26693,40.96935,1
2020-12-18,FATİH,Yabancı,28.97821,41.01181,2
2021-05-22,BAĞCILAR,Yerli,28.856627,41.034462,6
2021-07-07,BEYOĞLU,Yabancı,28.985666,41.037058,22
2020-11-27,SANCAKTEPE,Yerli,29.1967,41.00534,12
2021-01-13,ÜSKÜDAR,Yabancı,29.01488,41.02727,2
2021-05-26,TUZLA,Yerli,29.293924,40.857485,1
2021-06-25,BEŞİKTAŞ,Yabancı,29.00548,41.040095,1
2021-07-10,KARTAL,Yerli,29.186078,40.912097,1
2021-07-18,FATİH,Yerli,28.973976,41.017609,5
2020-11-29,KÜÇÜKÇEKMECE,Yerli,28.79335,41.00805,2
2018-05-16,BEYOĞLU,Yerli,28.989684,41.031331,2
2020-02-28,ŞİŞLİ,Yabancı,29.011473,41.080041,1
2019-01-02,BAKIRKÖY,Yerli,28.85035,40.98367,1
2020-11-05,BEYLİKDÜZÜ,Yerli,28.6735,41.00614,1
2021-05-14,MALTEPE,Yabancı,29.105641,40.94411,2
2021-02-24,FATİH,Yerli,28.93978,41.01946,1
2021-02-24,BAKIRKÖY,Yerli,28.87386,40.98088,2
2021-05-16,BEYOĞLU,Yerli,28.948654,41.059908,2
2018-09-20,FATİH,Yerli,28.941171,41.017758,3
2021-02-04,FATİH,Yabancı,28.92684,41.01847,1
2020-12-02,FATİH,Yabancı,28.97136,41.00845,2
2021-04-02,BEYOĞLU,Yabancı,28.98596,41.03692,10
2020-12-07,AVCILAR,Yerli,28.72181,40.98007,1
2020-10-27,BAKIRKÖY,Yerli,28.873867,40.980883,1
2020-11-11,ZEYTİNBURNU,Yerli,28.9037,40.99017,12
2019-01-26,BAKIRKÖY,Yerli,28.884828,40.999602,1
2018-09-03,SANCAKTEPE,Yerli,29.245335,41.015681,2
2021-07-03,KÜÇÜKÇEKMECE,Yerli,28.796248,41.044773,40
2020-11-20,SARIYER,Yerli,29.05475,41.11489,1
2018-11-14,BAĞCILAR,Yerli,28.870054,41.033384,6
2018-12-28,MALTEPE,Yerli,29.121198,40.924531,2
2019-08-14,SARIYER,Yerli,29.055617,41.143438,3
2018-07-30,BAKIRKÖY,Yabancı,28.820556,40.978551,10
2021-01-31,SARIYER,Yerli,29.05023,41.16362,1
2020-11-16,FATİH,Yabancı,28.93847,41.01268,2
2020-11-12,BAKIRKÖY,Yerli,28.85894,40.9755,1
2021-02-05,PENDİK,Yerli,29.31137,40.93897,11
2020-12-22,SARIYER,Yerli,29.03085,41.13895,1
2021-06-13,ESENLER,Yerli,28.884195,41.040078,3
2021-01-14,ZEYTİNBURNU,Yerli,28.88818,41.00071,1
2021-07-02,SİLİVRİ,Yerli,28.113496,41.234102,1
2021-03-03,ZEYTİNBURNU,Yerli,28.88871,41.00001,3
2020-11-18,ÜMRANİYE,Yerli,29.10275,41.0329,2
2021-05-08,BEYOĞLU,Yerli,28.977381,41.033458,14
2021-06-09,KAĞITHANE,Yerli,28.976454,41.067471,1
2021-07-05,MALTEPE,Yerli,29.105641,40.94411,7
2021-03-30,ÜSKÜDAR,Yerli,29.02512,41.01409,4
2021-06-17,BEYOĞLU,Yerli,28.985666,41.037058,12
2020-11-09,GÜNGÖREN,Yerli,28.86374,41.02371,1
2020-12-15,KÜÇÜKÇEKMECE,Yerli,28.79775,40.99903,1
2021-07-14,FATİH,Yabancı,28.932298,41.048105,1
2019-06-27,SARIYER,Yerli,29.052015,41.106615,1
2021-04-02,PENDİK,Yerli,29.31137,40.93897,8
2020-12-21,MALTEPE,Yabancı,29.13116,40.92493,1
2021-05-11,GAZİOSMANPAŞA,Yerli,28.902185,41.061599,2
2018-07-21,EYÜP SULTAN,Yerli,28.948922,41.082908,4
2021-05-25,ÜSKÜDAR,Yerli,29.023764,41.017019,1
2018-05-10,MALTEPE,Yerli,29.121198,40.924531,9
2021-02-07,SANCAKTEPE,Yerli,29.24496,41.01475,3
2021-01-17,ŞİŞLİ,Yerli,28.96636,41.05808,2
2021-07-07,ÇEKMEKÖY,Yerli,29.185173,41.023395,1
2020-11-09,BAYRAMPAŞA,Yerli,28.91246,41.03225,1
2021-07-07,GÜNGÖREN,Yerli,28.86084,41.029178,4
2021-03-07,SULTANBEYLİ,Yerli,29.26665,40.96714,2
2021-06-12,FATİH,Yabancı,28.966282,41.009331,12
2020-12-10,FATİH,Yabancı,28.97106,41.01615,3
2021-02-28,FATİH,Yabancı,28.97389,41.01758,1
2021-01-18,BAHÇELİEVLER,Yerli,28.86444,41.01231,1
2021-06-18,ÜSKÜDAR,Yerli,29.053364,41.050219,2
2021-02-12,GAZİOSMANPAŞA,Yerli,28.91984,41.058,6
2021-04-06,AVCILAR,Yerli,28.72508,40.98418,4
2021-02-26,ÜSKÜDAR,Yerli,29.01488,41.02727,12
2021-06-15,ZEYTİNBURNU,Yerli,28.921655,41.022063,1
2021-03-29,BEYLİKDÜZÜ,Yerli,28.65773,41.00884,2
2021-06-24,FATİH,Yerli,28.972923,41.018207,4
2021-07-04,ÜSKÜDAR,Yerli,29.024399,41.013259,2
2021-05-18,MALTEPE,Yerli,29.111306,40.936238,4
2020-03-20,MALTEPE,Yerli,29.121198,40.924531,4
2020-11-24,ÇATALCA,Yerli,28.46663,41.13554,1
2019-05-05,MALTEPE,Yerli,29.121198,40.924531,39
2021-04-28,ZEYTİNBURNU,Yerli,28.911086,41.016526,4
2018-10-14,KARTAL,Yerli,29.18905,40.90657,3
2021-03-29,KAĞITHANE,Yerli,29.00535,41.09074,2
2021-07-18,FATİH,Yerli,28.953944,41.009543,5
2019-03-25,ŞİŞLİ,Yerli,28.989035,41.057795,2
2021-01-06,ZEYTİNBURNU,Yerli,28.90742,41.00415,1
2019-04-23,SANCAKTEPE,Yerli,29.245335,41.015681,2
2020-11-23,BAHÇELİEVLER,Yerli,28.86444,41.01231,1
2021-05-18,SULTANBEYLİ,Yerli,29.276859,40.952531,16
2020-11-04,KARTAL,Yerli,29.18996,40.89245,1
2021-02-24,SARIYER,Yerli,29.02679,41.1351,1
2018-06-23,BEYKOZ,Yerli,29.138382,41.075281,1
2020-12-05,ZEYTİNBURNU,Yerli,28.91099,41.016,1
2019-06-12,AVCILAR,Yerli,28.705535,40.995034,1
2021-07-06,FATİH,Yabancı,28.973976,41.017609,2
2021-05-26,SULTANBEYLİ,Yerli,29.266941,40.969123,1
2021-06-17,BEYOĞLU,Yerli,28.582721,41.014183,2
2021-06-19,ŞİLE,Yerli,29.491901,41.172388,1
2021-03-05,KÜÇÜKÇEKMECE,Yerli,28.7653,40.9999,2
2019-03-11,GAZİOSMANPAŞA,Yerli,28.912558,41.06034,5
2018-12-01,KARTAL,Yerli,29.187151,40.888024,1
2019-03-23,FATİH,Yerli,28.972482,41.007712,1
2019-10-22,BEYOĞLU,Yabancı,28.94027,41.04725,1
2020-11-14,ÜSKÜDAR,Yerli,29.02614,41.03253,6
2021-03-31,BAHÇELİEVLER,Yerli,28.84548,40.99203,10
2018-05-18,EYÜP SULTAN,Yerli,28.933511,41.047359,19
2021-03-02,SULTANGAZİ,Yerli,28.8767,41.09774,1
2021-07-19,BEYOĞLU,Yerli,28.582663,41.012263,1
2021-04-26,BEŞİKTAŞ,Yerli,29.00736,41.041218,4
2019-06-22,EYÜP SULTAN,Yerli,28.921595,41.080995,5
2020-11-27,ZEYTİNBURNU,Yerli,28.90742,41.00415,1
2021-05-17,ÜSKÜDAR,Yerli,29.008469,41.024939,6
2019-12-30,ŞİŞLİ,Yerli,29.011473,41.080041,1
2021-05-31,FATİH,Yerli,28.951006,41.01654,4
2021-06-06,SULTANGAZİ,Yerli,28.870156,41.08674,1
2021-06-02,ŞİŞLİ,Yerli,28.992465,41.064094,13
2021-04-10,GÜNGÖREN,Yerli,28.89246,41.01492,2
2021-06-02,ŞİŞLİ,Yerli,29.015549,41.072546,1
2021-04-14,AVCILAR,Yerli,28.713621,40.990787,2
2021-04-05,FATİH,Yerli,28.93978,41.01946,8
2019-06-29,ŞİŞLİ,Yerli,28.981998,41.068341,1
2021-06-25,AVCILAR,Yerli,28.694133,40.99984,1
2018-08-31,BAKIRKÖY,Yabancı,28.820556,40.978551,10
2021-03-09,BEYOĞLU,Yabancı,28.58266,41.01226,2
2021-02-24,BAKIRKÖY,Yerli,28.88482,40.9996,1
2021-06-30,ÜMRANİYE,Yerli,29.096637,41.026438,1
2021-06-26,ŞİŞLİ,Yerli,28.988714,41.046384,1
2021-05-10,TUZLA,Yerli,29.30279,40.849875,8
2020-11-01,ESENLER,Yerli,28.8936,41.04011,4
2021-06-06,SULTANGAZİ,Yerli,28.880016,41.107693,1
2019-06-28,AVCILAR,Yerli,28.705535,40.995034,1
2021-05-23,FATİH,Yerli,28.940432,40.998968,4
2021-05-20,BEŞİKTAŞ,Yerli,29.007688,41.04247,8
2020-12-25,SULTANBEYLİ,Yerli,29.26665,40.96714,6
2021-06-29,BAYRAMPAŞA,Yerli,28.884133,41.065358,1
2021-06-17,BEYOĞLU,Yerli,28.974782,41.022246,2
2020-12-18,FATİH,Yabancı,28.95976,41.00956,1
2021-05-10,MALTEPE,Yerli,29.121198,40.924531,2
2021-03-05,BEYOĞLU,Yerli,28.58272,41.01418,1
2018-11-24,BEYOĞLU,Yerli,28.94027,41.04725,2
2021-04-17,FATİH,Yabancı,28.97821,41.011816,4
2020-12-23,KÜÇÜKÇEKMECE,Yerli,28.78359,41.03552,1
2021-05-25,ÜSKÜDAR,Yerli,29.063421,41.021925,1
2020-12-03,ESENLER,Yerli,28.88197,41.03834,6
2021-01-13,SULTANGAZİ,Yerli,28.87631,41.10711,1
2021-04-29,FATİH,Yerli,28.974665,41.010948,2
2020-10-27,BAKIRKÖY,Yerli,28.80068,40.963136,3
2021-06-17,KÜÇÜKÇEKMECE,Yerli,28.792729,40.997662,2
2021-06-20,KADIKÖY,Yerli,29.1044,40.96544,1
2021-04-24,ŞİLE,Yerli,29.850241,41.137578,2
2021-07-09,ZEYTİNBURNU,Yerli,28.906268,40.984978,2
2021-04-29,FATİH,Yerli,28.932981,41.015653,2
2021-07-01,SANCAKTEPE,Yerli,29.254914,41.013775,8
2019-04-07,SANCAKTEPE,Yerli,29.233057,40.978484,4
2021-01-15,KARTAL,Yerli,29.18607,40.91209,1
2021-07-12,ÜSKÜDAR,Yerli,29.021273,41.009421,3
2021-06-24,FATİH,Yerli,28.977784,41.00683,9
2020-11-09,PENDİK,Yerli,29.26177,40.88694,6
2021-04-14,BEYOĞLU,Yerli,28.582684,41.012259,2
2021-06-18,ÜSKÜDAR,Yerli,29.024607,41.033083,1
2018-06-08,KARTAL,Yerli,29.187151,40.888024,7
2021-04-29,KARTAL,Yerli,29.161455,40.905838,2
2018-11-28,BEŞİKTAŞ,Yerli,29.011161,41.085842,1
2018-01-12,ÇEKMEKÖY,Yerli,29.338858,41.077425,1
2021-06-20,FATİH,Yabancı,28.933466,41.015149,1
2018-02-07,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
2019-02-03,SARIYER,Yerli,29.051827,41.124858,1
2021-07-05,BAHÇELİEVLER,Yerli,28.863467,40.995052,1
2020-11-05,KÜÇÜKÇEKMECE,Yerli,28.76777,41.00191,6
2020-11-07,SULTANBEYLİ,Yerli,29.27673,40.95409,1
2019-05-11,AVCILAR,Yerli,28.721885,40.981178,1
2020-11-28,KADIKÖY,Yabancı,29.02325,40.9927,2
2020-07-09,ŞİŞLİ,Yerli,28.986104,41.066846,1
2021-05-12,BAYRAMPAŞA,Yerli,28.907544,41.056851,2
2021-07-03,KÜÇÜKÇEKMECE,Yerli,28.77561,41.029331,3
2020-11-14,ÜSKÜDAR,Yerli,29.014,41.02585,1
2019-03-10,EYÜP SULTAN,Yerli,28.948922,41.082908,1
2020-12-26,FATİH,Yabancı,28.95411,41.01552,3
2020-10-28,KAĞITHANE,Yerli,29.005354,41.090741,1
2021-02-15,ZEYTİNBURNU,Yerli,28.90951,41.01055,1
2020-11-16,FATİH,Yabancı,28.95976,41.00956,1
2021-01-14,ZEYTİNBURNU,Yerli,28.90418,40.99257,1
2021-01-16,BEYOĞLU,Yerli,28.98566,41.03705,2
2021-06-05,ESENLER,Yerli,28.881976,41.038348,16
2021-07-07,GÜNGÖREN,Yerli,28.88074,41.011789,1
2021-03-08,FATİH,Yabancı,28.96677,41.00919,20
2018-05-14,SANCAKTEPE,Yerli,29.245335,41.015681,3
2021-01-19,FATİH,Yabancı,28.97352,41.01751,4
2019-10-28,EYÜP SULTAN,Yerli,28.926066,41.083861,1
2021-06-22,SULTANGAZİ,Yerli,28.870156,41.08674,1
2021-02-08,FATİH,Yerli,28.95486,41.01432,1
2018-10-03,ESENLER,Yerli,28.873136,41.053895,3
2021-04-14,KAĞITHANE,Yerli,28.994205,41.101197,2
2020-10-27,FATİH,Yerli,28.971365,41.008451,1
2021-06-18,ÜSKÜDAR,Yerli,29.074823,41.012278,2
2021-01-18,MALTEPE,Yerli,29.12119,40.92453,1
2021-06-28,FATİH,Yabancı,28.973894,41.017585,4
2020-12-20,SULTANGAZİ,Yerli,28.86224,41.10459,1
2021-02-24,KARTAL,Yerli,29.33885,41.07742,2
2018-09-15,EYÜP SULTAN,Yerli,28.948922,41.082908,2
2021-01-23,FATİH,Yerli,28.94929,41.01124,2
2021-05-31,FATİH,Yerli,28.951463,41.030498,1
2021-07-05,MALTEPE,Yerli,29.131164,40.924939,3
2019-12-09,ESENLER,Yerli,28.873136,41.053895,4
2020-12-23,KÜÇÜKÇEKMECE,Yerli,28.78062,40.98844,2
2021-06-05,ESENLER,Yerli,28.878994,41.053019,3
2020-11-09,PENDİK,Yerli,29.31137,40.93897,1
2021-02-23,ZEYTİNBURNU,Yerli,28.9119,41.01604,3
2021-06-30,BAŞAKŞEHİR,Yerli,28.75968,41.082419,1
2021-06-21,KÜÇÜKÇEKMECE,Yabancı,28.793358,41.008056,1
2021-06-01,BEYOĞLU,Yerli,28.993936,41.042018,1
2021-03-31,GÜNGÖREN,Bilinmiyor,28.87721,41.02864,2
2020-11-26,BAŞAKŞEHİR,Yerli,28.78553,41.10478,1
2021-01-22,ZEYTİNBURNU,Yerli,28.92208,41.00347,1
2018-11-16,AVCILAR,Yerli,28.731161,40.980151,1
2020-12-31,AVCILAR,Yerli,28.72728,40.98714,1
2020-12-07,KAĞITHANE,Yerli,28.97087,41.07938,1
2020-12-18,FATİH,Yabancı,28.92595,40.99048,1
2021-01-26,SULTANBEYLİ,Yerli,29.25862,40.97098,1
2020-11-05,KÜÇÜKÇEKMECE,Yerli,28.75983,41.0536,3
2021-04-30,ESENLER,Yabancı,28.893607,41.040117,4
2021-07-04,ŞİŞLİ,Yerli,28.987285,41.060332,2
2021-07-14,FATİH,Yabancı,28.959765,41.009561,3
2021-01-23,FATİH,Yerli,28.97025,41.01757,1
2018-09-04,BAKIRKÖY,Yerli,28.884828,40.999602,3
2021-06-22,SULTANGAZİ,Yerli,28.872379,41.083731,1
2021-05-27,FATİH,Yabancı,28.97256,41.010197,2
2021-04-13,KADIKÖY,Yabancı,29.023992,40.99213,6
2021-05-07,FATİH,Yerli,28.975497,41.0081,4
2021-01-13,ÜMRANİYE,Yerli,29.11824,41.04073,1
2021-04-16,SULTANBEYLİ,Yerli,29.266941,40.969123,2
2021-07-03,BEYLİKDÜZÜ,Yerli,28.668433,41.005364,20
2021-04-26,KÜÇÜKÇEKMECE,Yabancı,28.767776,41.001919,2
2020-12-06,FATİH,Yerli,28.92684,41.01847,1
2021-05-27,KADIKÖY,Yerli,29.033316,40.991251,1
2020-11-04,KARTAL,Yerli,29.19564,40.8865,4
2021-07-13,EYÜPSULTAN,Yabancı,28.957179,41.0282,1
2018-12-28,İSTANBUL,Yerli,28.58272,41.01418,4
2020-11-28,FATİH,Yerli,28.93985,41.0196,1
2018-01-23,BAKIRKÖY,Yerli,28.820556,40.978551,1
2021-07-07,KÜÇÜKÇEKMECE,Yabancı,28.767776,41.001919,1
2020-11-03,EYÜPSULTAN,Yerli,28.93199,41.02881,1
2020-11-07,BAHÇELİEVLER,Yerli,28.86444,41.01231,1
2021-07-05,BAHÇELİEVLER,Yerli,28.842888,40.994098,2
2021-01-23,FATİH,Yerli,28.96279,41.00249,1
2021-03-29,KÜÇÜKÇEKMECE,Yerli,28.79054,41.03172,6
2019-01-13,EYÜP SULTAN,Yerli,28.926066,41.083861,2
2020-10-27,FATİH,Yerli,28.951006,41.01654,9
2021-07-01,EYÜPSULTAN,Yerli,28.923421,41.03697,1
2019-03-21,ÜMRANİYE,Yerli,29.105734,41.017041,2
2019-06-27,FATİH,Yerli,28.953279,41.016831,2
2021-04-13,FATİH,Yerli,28.977784,41.00683,18
2021-01-13,ŞİŞLİ,Yabancı,28.99246,41.06409,2
2021-07-03,PENDİK,Yabancı,29.253643,40.890612,1
2019-03-06,EYÜP SULTAN,Yabancı,28.933511,41.047359,4
2021-06-04,FATİH,Yabancı,28.932298,41.048105,1
2020-11-12,FATİH,Yerli,28.93847,41.01268,3
2021-02-23,BAĞCILAR,Yerli,28.86979,41.03329,9
2019-07-23,ŞİŞLİ,Yerli,29.011473,41.080041,2
2021-06-29,PENDİK,Yerli,29.311377,40.938979,11
2021-06-04,KADIKÖY,Yerli,29.02325,40.992703,4
2019-07-04,İSTANBUL,Yabancı,28.58272,41.01418,1
2021-05-07,FATİH,Yerli,28.970257,41.017572,12
2021-06-29,ÇEKMEKÖY,Yerli,29.190271,41.014079,3
2020-11-12,FATİH,Yerli,28.93985,41.0196,1
2021-03-08,GAZİOSMANPAŞA,Yerli,28.90342,41.07276,1
2021-02-01,AVCILAR,Yerli,28.71412,40.99104,1
2020-11-10,SULTANGAZİ,Yerli,28.87015,41.08674,2
2020-12-29,EYÜPSULTAN,Yerli,28.93199,41.02881,1
2020-12-16,ŞİŞLİ,Yerli,28.99246,41.06409,5
2021-07-10,SARIYER,Yerli,29.057516,41.167183,3
2017-11-20,KARTAL,Yerli,29.187151,40.888024,3
2020-11-20,FATİH,Yerli,28.97389,41.01758,1
2020-11-02,BAŞAKŞEHİR,Yerli,28.76499,41.08854,1
2021-03-09,ESENLER,Yerli,28.89344,41.03932,1
2019-07-15,ŞİŞLİ,Yerli,28.986104,41.066846,1
2021-02-24,FATİH,Yerli,28.94658,41.0101,1
2021-03-03,EYÜPSULTAN,Yerli,28.92817,41.03368,3
2020-12-30,GAZİOSMANPAŞA,Yabancı,28.9136,41.05814,1
2019-09-17,ŞİŞLİ,Yerli,29.011473,41.080041,1
2021-01-08,BEYOĞLU,Yerli,28.97738,41.03345,8
2021-06-25,KÜÇÜKÇEKMECE,Yerli,28.79272,40.99797,1
2021-01-28,ESENLER,Yerli,28.8936,41.04011,3
2020-11-08,FATİH,Yabancı,28.97352,41.01751,2
2021-02-27,MALTEPE,Yerli,29.13864,40.93583,1
2018-03-21,BEYOĞLU,Yerli,28.989684,41.031331,2
2021-07-15,PENDİK,Yerli,29.253643,40.890612,11
2021-02-16,FATİH,Yerli,28.95532,41.01345,2
2021-07-03,KÜÇÜKÇEKMECE,Yerli,28.799341,41.044949,2
2020-12-18,FATİH,Yabancı,28.97389,41.01758,2
2020-11-21,KAĞITHANE,Yerli,28.9942,41.10119,1
2018-08-14,EYÜP SULTAN,Yerli,28.933511,41.047359,18
2020-01-21,KARTAL,Yerli,29.189967,40.892454,4
2018-10-30,KARTAL,Yerli,29.189967,40.892454,1
2021-07-15,BAYRAMPAŞA,Yerli,28.887653,41.051808,1
2020-11-03,EYÜPSULTAN,Yerli,28.94468,41.07097,2
2021-04-23,ÜSKÜDAR,Yerli,29.014881,41.027275,4
2020-10-31,GAZİOSMANPAŞA,Yerli,28.89745,41.06885,3
2021-04-25,FATİH,Yabancı,28.975497,41.0081,4
2021-07-19,BEYOĞLU,Yerli,28.989436,41.031482,3
